Full_car_name;Fuel_type;Total_consumption;Power_(HP);Displacement_(ccm);Vehicle_tax_/_year_(may_vary_due_to_WLTP_conversion);CO2_efficiency_class;Engine_type;Maximum_output_in_kW_(system_output);Maximum_output_in_PS_(system_output);Torque_(system_performance);Number_of_gears;Number_of_cylinders_(combustion_engine);Number_of_valves_(combustion_engine);Displacement_(combustion_engine);Maximum_power_at_rpm._(Combustion_engine);Maximum_torque_at_rpm._(Combustion_engine);Length_(mm);Width_(mm);Height_(mm);Luggage__volume_normal;Curb_weight_(kg);Gross_weight_(kg);Payload_(kg);Body_type;Number_of_doors;Number_of_seats_normal;Acceleration_(s);Top_speed_(km/h);CO2_emissions_(NEFZ);Gas_tank_size
BMW_320d_EfficientDynamics_Edition_M_Sportpaket;Diesel;4.1;163;1995;218 Euro;A;Diesel;120;163;380;6;4;4;1995;4000;1750;4624;1811;1416;480;1490;1965;475;Stufenheck;4;5;8.0 ;230;109;57.0 
BMW_320d_EfficientDynamics_Edition_M_Sportpaket_Steptronic;Diesel;4.1;163;1995;218 Euro;A;Diesel;120;163;380;8;4;4;1995;4000;1750;4624;1811;1416;480;1490;1975;485;Stufenheck;4;5;8.1 ;225;109;57.0 
BMW_320d_EfficientDynamics_Edition_BluePerformance_;Diesel;4.1;163;1995;218 Euro;A;Diesel;120;163;380;6;4;4;1995;4000;1750;4624;1811;1416;480;1490;1965;475;Stufenheck;4;5;8.0 ;230;109;57.0 
BMW_320d_EfficientDynamics_Edition_BluePerformance_Steptronic;Diesel;4.1;163;1995;218 Euro;A;Diesel;120;163;380;8;4;4;1995;4000;1750;4624;1811;1416;480;1490;1975;485;Stufenheck;4;5;8.1 ;225;109;57.0 
BMW_320d_EfficientDynamics_Edition_BluePerformance_Modern_Line;Diesel;4.1;163;1995;218 Euro;A;Diesel;120;163;380;6;4;4;1995;4000;1750;4624;1811;1416;480;1490;1965;475;Stufenheck;4;5;8.0 ;230;109;57.0 
BMW_320d_EfficientDynamics_Edition_BluePerformance_Modern_Line_Steptronic;Diesel;4.1;163;1995;218 Euro;A;Diesel;120;163;380;8;4;4;1995;4000;1750;4624;1811;1416;480;1490;1975;485;Stufenheck;4;5;8.1 ;225;109;57.0 
BMW_320d_EfficientDynamics_Edition_BluePerformance_Sport_Line;Diesel;4.1;163;1995;218 Euro;A;Diesel;120;163;380;6;4;4;1995;4000;1750;4624;1811;1416;480;1490;1965;475;Stufenheck;4;5;8.0 ;230;109;57.0 
BMW_320d_EfficientDynamics_Edition_BluePerformance_Sport_Line_Steptronic;Diesel;4.1;163;1995;218 Euro;A;Diesel;120;163;380;8;4;4;1995;4000;1750;4624;1811;1416;480;1490;1975;485;Stufenheck;4;5;8.1 ;225;109;57.0 
BMW_320d_EfficientDynamics_Edition_BluePerformance_Luxury_Line;Diesel;4.1;163;1995;218 Euro;A;Diesel;120;163;380;6;4;4;1995;4000;1750;4624;1811;1416;480;1490;1965;475;Stufenheck;4;5;8.0 ;230;109;57.0 
BMW_320d_EfficientDynamics_Edition_BluePerformance_Luxury_Line_Steptronic;Diesel;4.1;163;1995;218 Euro;A;Diesel;120;163;380;8;4;4;1995;4000;1750;4624;1811;1416;480;1490;1975;485;Stufenheck;4;5;8.1 ;225;109;57.0 
BMW_320d_EfficientDynamics_Edition_BluePerformance_M_Sportpaket;Diesel;4.1;163;1995;218 Euro;A;Diesel;120;163;380;6;4;4;1995;4000;1750;4624;1811;1416;480;1490;1965;475;Stufenheck;4;5;8.0 ;230;109;57.0 
BMW_320d_EfficientDynamics_Edition_BluePerformance_M_Sportpaket_Steptronic;Diesel;4.1;163;1995;218 Euro;A;Diesel;120;163;380;8;4;4;1995;4000;1750;4624;1811;1416;480;1490;1975;485;Stufenheck;4;5;8.1 ;225;109;57.0 
BMW_320d_Modern_Line;Diesel;4.6;184;1995;240 Euro;A;Diesel;135;184;380;6;4;4;1995;4000;1750;4624;1811;1429;480;1495;1970;475;Stufenheck;4;5;7.5 ;235;120;57.0 
BMW_320d_Modern_Line_Steptronic;Diesel;4.5;184;1995;236 Euro;A;Diesel;135;184;380;8;4;4;1995;4000;1750;4624;1811;1429;480;1495;1980;485;Stufenheck;4;5;7.6 ;230;118;57.0 
BMW_320d_M_Sportpaket;Diesel;4.6;184;1995;240 Euro;A;Diesel;135;184;380;6;4;4;1995;4000;1750;4624;1811;1429;480;1495;1970;475;Stufenheck;4;5;7.5 ;235;120;57.0 
BMW_320d_M_Sportpaket_Steptronic;Diesel;4.5;184;1995;236 Euro;A;Diesel;135;184;380;8;4;4;1995;4000;1750;4624;1811;1429;480;1495;1980;485;Stufenheck;4;5;7.6 ;230;118;57.0 
BMW_320d_BluePerformance_Steptronic;Diesel;4.4;184;1995;234 Euro;A;Diesel;135;184;380;8;4;4;1995;4000;1750;4624;1811;1429;480;1495;1980;485;Stufenheck;4;5;7.6 ;230;117;57.0 
BMW_320d_BluePerformance_Modern_Line;Diesel;4.6;184;1995;240 Euro;A;Diesel;135;184;380;6;4;4;1995;4000;1750;4624;1811;1429;480;1495;1970;475;Stufenheck;4;5;7.5 ;235;120;57.0 
BMW_320d_BluePerformance_Modern_Line_Steptronic;Diesel;4.5;184;1995;236 Euro;A;Diesel;135;184;380;8;4;4;1995;4000;1750;4624;1811;1429;480;1495;1980;485;Stufenheck;4;5;7.6 ;230;118;57.0 
BMW_320d_BluePerformance_Sport_Line;Diesel;4.6;184;1995;240 Euro;A;Diesel;135;184;380;6;4;4;1995;4000;1750;4624;1811;1429;480;1495;1970;475;Stufenheck;4;5;7.5 ;235;120;57.0 
BMW_320d_BluePerformance_Sport_Line_Steptronic;Diesel;4.5;184;1995;236 Euro;A;Diesel;135;184;380;8;4;4;1995;4000;1750;4624;1811;1429;480;1495;1980;485;Stufenheck;4;5;7.6 ;230;118;57.0 
BMW_320d_BluePerformance_Luxury_Line;Diesel;4.6;184;1995;240 Euro;A;Diesel;135;184;380;6;4;4;1995;4000;1750;4624;1811;1429;480;1495;1970;475;Stufenheck;4;5;7.5 ;235;120;57.0 
BMW_320d_BluePerformance_Luxury_Line_Steptronic;Diesel;4.5;184;1995;236 Euro;A;Diesel;135;184;380;8;4;4;1995;4000;1750;4624;1811;1429;480;1495;1980;485;Stufenheck;4;5;7.6 ;230;118;57.0 
BMW_320d_BluePerformance_M_Sportpaket;Diesel;4.6;184;1995;240 Euro;A;Diesel;135;184;380;6;4;4;1995;4000;1750;4624;1811;1429;480;1495;1970;475;Stufenheck;4;5;7.5 ;235;120;57.0 
BMW_320d_BluePerformance_M_Sportpaket_Steptronic;Diesel;4.5;184;1995;236 Euro;A;Diesel;135;184;380;8;4;4;1995;4000;1750;4624;1811;1429;480;1495;1980;485;Stufenheck;4;5;7.6 ;230;118;57.0 
BMW_320d_Modern_Line_xDrive;Diesel;4.9;184;1995;256 Euro;B;Diesel;135;184;380;6;4;4;1995;4000;1750;4624;1811;1434;480;1520;2050;530;Stufenheck;4;5;7.5 ;233;128;57.0 
BMW_320d_Modern_Line_xDrive_Steptronic;Diesel;4.8;184;1995;250 Euro;A;Diesel;135;184;380;8;4;4;1995;4000;1750;4624;1811;1434;480;1595;2060;465;Stufenheck;4;5;7.4 ;228;125;57.0 
BMW_320d_M_Sportpaket_xDrive;Diesel;4.9;184;1995;256 Euro;B;Diesel;135;184;380;6;4;4;1995;4000;1750;4624;1811;1434;480;1520;2050;530;Stufenheck;4;5;7.5 ;233;128;57.0 
BMW_320d_M_Sportpaket_xDrive_Steptronic;Diesel;4.8;184;1995;250 Euro;A;Diesel;135;184;380;8;4;4;1995;4000;1750;4624;1811;1434;480;1595;2060;465;Stufenheck;4;5;7.4 ;228;125;57.0 
BMW_325d_Steptronic;Diesel;4.6;218;1995;244 Euro;A;Diesel;160;218;450;8;4;4;1995;4400;1500;4624;1811;1429;480;1565;2040;475;Stufenheck;4;5;6.6 ;245;122;57.0 
BMW_325d_Modern_Line;Diesel;4.9;218;1995;258 Euro;B;Diesel;160;218;450;6;4;4;1995;4400;1500;4624;1811;1429;480;1550;2025;475;Stufenheck;4;5;6.8 ;245;129;57.0 
BMW_325d_Modern_Line_Steptronic;Diesel;4.6;218;1995;244 Euro;A;Diesel;160;218;450;8;4;4;1995;4400;1500;4624;1811;1429;480;1565;2040;475;Stufenheck;4;5;6.6 ;245;122;57.0 
BMW_325d_M_Sportpaket;Diesel;4.9;218;1995;258 Euro;B;Diesel;160;218;450;6;4;4;1995;4400;1500;4624;1811;1429;480;1550;2025;475;Stufenheck;4;5;6.8 ;245;129;57.0 
BMW_325d_M_Sportpaket_Steptronic;Diesel;4.6;218;1995;244 Euro;A;Diesel;160;218;450;8;4;4;1995;4400;1500;4624;1811;1429;480;1565;2040;475;Stufenheck;4;5;6.6 ;245;122;57.0 
BMW_330d_Modern_Line_Steptronic;Diesel;4.9;258;2993;353 Euro;A;Diesel;190;258;560;8;6;4;2993;4000;2000;4624;1811;1429;480;1615;2090;475;Stufenheck;4;5;5.6 ;250;129;57.0 
BMW_330d_M_Sportpaket_Steptronic;Diesel;4.9;258;2993;353 Euro;A;Diesel;190;258;560;8;6;4;2993;4000;2000;4624;1811;1429;480;1615;2090;475;Stufenheck;4;5;5.6 ;250;129;57.0 
BMW_330d_BluePerformance_Steptronic;Diesel;4.9;258;2993;353 Euro;A;Diesel;190;258;560;8;6;4;2993;4000;2000;4624;1811;1429;480;1615;2090;475;Stufenheck;4;5;5.6 ;250;129;57.0 
BMW_330d_BluePerformance_Modern_Line_Steptronic;Diesel;4.9;258;2993;353 Euro;A;Diesel;190;258;560;8;6;4;2993;4000;2000;4624;1811;1429;480;1615;2090;475;Stufenheck;4;5;5.6 ;250;129;57.0 
BMW_330d_BluePerformance_Sport_Line_Steptronic;Diesel;4.9;258;2993;353 Euro;A;Diesel;190;258;560;8;6;4;2993;4000;2000;4624;1811;1429;480;1615;2090;475;Stufenheck;4;5;5.6 ;250;129;57.0 
BMW_330d_BluePerformance_Luxury_Line_Steptronic;Diesel;4.9;258;2993;353 Euro;A;Diesel;190;258;560;8;6;4;2993;4000;2000;4624;1811;1429;480;1615;2090;475;Stufenheck;4;5;5.6 ;250;129;57.0 
BMW_330d_BluePerformance_M_Sportpaket_Steptronic;Diesel;4.9;258;2993;353 Euro;A;Diesel;190;258;560;8;6;4;2993;4000;2000;4624;1811;1429;480;1615;2090;475;Stufenheck;4;5;5.6 ;250;129;57.0 
BMW_330d_xDrive_Steptronic;Diesel;5.2;258;2993;369 Euro;B;Diesel;190;258;560;8;6;4;2993;4000;1500;4624;1811;1429;480;1685;2090;405;Stufenheck;4;5;5.3 ;250;137;57.0 
BMW_330d_Modern_Line_xDrive_Steptronic;Diesel;5.2;258;2993;369 Euro;B;Diesel;190;258;560;8;6;4;2993;4000;1500;4624;1811;1429;480;1685;2090;405;Stufenheck;4;5;5.3 ;250;137;57.0 
BMW_330d_M_Sportpaket_xDrive_Steptronic;Diesel;5.2;258;2993;369 Euro;B;Diesel;190;258;560;8;6;4;2993;4000;1500;4624;1811;1429;480;1685;2090;405;Stufenheck;4;5;5.3 ;250;137;57.0 
BMW_330d_BluePerformance_xDrive_Steptronic;Diesel;5.2;258;2993;369 Euro;B;Diesel;190;258;560;8;6;4;2993;4000;1500;4624;1811;1429;480;1685;2090;405;Stufenheck;4;5;5.3 ;250;137;57.0 
BMW_330d_BluePerformance_Modern_Line_xDrive_Steptronic;Diesel;5.2;258;2993;369 Euro;B;Diesel;190;258;560;8;6;4;2993;4000;1500;4624;1811;1429;480;1685;2090;405;Stufenheck;4;5;5.3 ;250;137;57.0 
BMW_330d_BluePerformance_Sport_Line_xDrive_Steptronic;Diesel;5.2;258;2993;369 Euro;B;Diesel;190;258;560;8;6;4;2993;4000;1500;4624;1811;1429;480;1685;2090;405;Stufenheck;4;5;5.3 ;250;137;57.0 
BMW_330d_BluePerformance_Luxury_Line_xDrive_Steptronic;Diesel;5.2;258;2993;369 Euro;B;Diesel;190;258;560;8;6;4;2993;4000;1500;4624;1811;1429;480;1685;2090;405;Stufenheck;4;5;5.3 ;250;137;57.0 
BMW_330d_BluePerformance_M_Sportpaket_xDrive_Steptronic;Diesel;5.2;258;2993;369 Euro;B;Diesel;190;258;560;8;6;4;2993;4000;1500;4624;1811;1429;480;1685;2090;405;Stufenheck;4;5;5.3 ;250;137;57.0 
BMW_335d_xDrive_Steptronic;Diesel;5.4;313;2993;381 Euro;B;Diesel;230;313;630;8;6;4;2993;4400;1500;4624;1811;1434;480;1705;2170;465;Stufenheck;4;5;4.8 ;250;143;57.0 
BMW_335d_Modern_Line_xDrive_Steptronic;Diesel;5.4;313;2993;381 Euro;B;Diesel;230;313;630;8;6;4;2993;4400;1500;4624;1811;1434;480;1705;2170;465;Stufenheck;4;5;4.8 ;250;143;57.0 
BMW_335d_M_Sportpaket_xDrive_Steptronic;Diesel;5.4;313;2993;381 Euro;B;Diesel;230;313;630;8;6;4;2993;4400;1500;4624;1811;1434;480;1705;2170;465;Stufenheck;4;5;4.8 ;250;143;57.0 
BMW_316i_Touring_Steptronic;Super Plus;5.9;136;1598;118 Euro;B;Otto;100;136;220;8;4;4;1598;4350;1350;4624;1811;1429;495;1545;2020;475;Kombi;5;5;9.3 ;210;138;60.0 
BMW_316i_Touring_Modern_Line;Super Plus;6.2;136;1598;128 Euro;C;Otto;100;136;220;6;4;4;1598;4350;1350;4624;1811;1429;495;1525;2000;475;Kombi;5;5;9.4 ;210;143;60.0 
BMW_316i_Touring_Modern_Line_Steptronic;Super Plus;6.2;136;1598;128 Euro;C;Otto;100;136;220;8;4;4;1598;4350;1350;4624;1811;1429;495;1545;2020;475;Kombi;5;5;9.3 ;210;143;60.0 
BMW_316i_Touring_Sport_Line;Super Plus;6.2;136;1598;128 Euro;C;Otto;100;136;220;6;4;4;1598;4350;1350;4624;1811;1429;495;1525;2000;475;Kombi;5;5;9.4 ;210;143;60.0 
BMW_316i_Touring_Sport_Line_Steptronic;Super Plus;6.2;136;1598;128 Euro;C;Otto;100;136;220;8;4;4;1598;4350;1350;4624;1811;1429;495;1545;2020;475;Kombi;5;5;9.3 ;210;143;60.0 
BMW_316i_Touring_Luxury_Line;Super Plus;6.2;136;1598;128 Euro;C;Otto;100;136;220;6;4;4;1598;4350;1350;4624;1811;1429;495;1525;2000;475;Kombi;5;5;9.4 ;210;143;60.0 
BMW_316i_Touring_Luxury_Line_Steptronic;Super Plus;6.2;136;1598;128 Euro;C;Otto;100;136;220;8;4;4;1598;4350;1350;4624;1811;1429;495;1545;2020;475;Kombi;5;5;9.3 ;210;143;60.0 
BMW_316i_Touring_M_Sportpaket;Super Plus;6.2;136;1598;128 Euro;C;Otto;100;136;220;6;4;4;1598;4350;1350;4624;1811;1429;495;1525;2000;475;Kombi;5;5;9.4 ;210;143;60.0 
BMW_316i_Touring_M_Sportpaket_Steptronic;Super Plus;6.2;136;1598;128 Euro;C;Otto;100;136;220;8;4;4;1598;4350;1350;4624;1811;1429;495;1545;2020;475;Kombi;5;5;9.3 ;210;143;60.0 
BMW_320i_Touring_Modern_Line;Super Plus;6.5;184;1997;154 Euro;C;Otto;135;184;270;6;4;4;1997;5000;1250;4624;1811;1429;495;1540;2015;475;Kombi;5;5;7.5 ;233;152;60.0 
BMW_320i_Touring_Modern_Line_Steptronic;Super Plus;6.2;184;1997;140 Euro;C;Otto;135;184;270;8;4;4;1997;5000;1250;4624;1811;1429;495;1560;2035;475;Kombi;5;5;7.5 ;228;145;60.0 
BMW_320i_Touring_M_Sportpaket;Super Plus;6.5;184;1997;154 Euro;C;Otto;135;184;270;6;4;4;1997;5000;1250;4624;1811;1429;495;1540;2015;475;Kombi;5;5;7.5 ;233;152;60.0 
BMW_320i_Touring_M_Sportpaket_Steptronic;Super Plus;6.2;184;1997;140 Euro;C;Otto;135;184;270;8;4;4;1997;5000;1250;4624;1811;1429;495;1560;2035;475;Kombi;5;5;7.5 ;228;145;60.0 
BMW_320i_Touring_Modern_Line_xDrive;Super Plus;6.9;184;1997;170 Euro;C;Otto;135;184;270;6;4;4;1997;5000;1250;4624;1811;1429;495;1630;2105;475;Kombi;5;5;7.6 ;225;160;60.0 
BMW_320i_Touring_Modern_Line_xDrive_Steptronic;Super Plus;6.6;184;1997;158 Euro;C;Otto;135;184;270;8;4;4;1997;5000;1250;4624;1811;1429;495;1650;2125;475;Kombi;5;5;7.7 ;223;154;60.0 
BMW_320i_Touring_M_Sportpaket_xDrive;Super Plus;6.9;184;1997;170 Euro;C;Otto;135;184;270;6;4;4;1997;5000;1250;4624;1811;1429;495;1630;2105;475;Kombi;5;5;7.6 ;225;160;60.0 
BMW_320i_Touring_M_Sportpaket_xDrive_Steptronic;Super Plus;6.6;184;1997;158 Euro;C;Otto;135;184;270;8;4;4;1997;5000;1250;4624;1811;1429;495;1650;2125;475;Kombi;5;5;7.7 ;223;154;60.0 
BMW_328i_Touring_Steptronic;Super Plus;6.5;245;1997;154 Euro;C;Otto;180;245;350;8;4;4;1997;5000;1250;4624;1811;1429;495;1595;2070;475;Kombi;5;5;6.0 ;250;152;60.0 
BMW_328i_Touring_Modern_Line;Super Plus;6.8;245;1997;138 Euro;C;Otto;180;245;350;6;4;4;1997;5000;1250;4624;1811;1429;495;1575;2050;475;Kombi;5;5;6.0 ;250;159;60.0 
BMW_328i_Touring_Modern_Line_Automatic;Super Plus;6.5;245;1997;124 Euro;C;Otto;180;245;350;8;4;4;1997;5000;1250;4624;1811;1429;495;1595;2070;475;Kombi;5;5;6.0 ;250;152;60.0 
BMW_328i_Touring_Modern_Line_Steptronic;Super Plus;6.5;245;1997;154 Euro;C;Otto;180;245;350;8;4;4;1997;5000;1250;4624;1811;1429;495;1595;2070;475;Kombi;5;5;6.0 ;250;152;60.0 
BMW_328i_Touring_Sport_Line;Super Plus;6.8;245;1997;138 Euro;C;Otto;180;245;350;6;4;4;1997;5000;1250;4624;1811;1429;495;1575;2050;475;Kombi;5;5;6.0 ;250;159;60.0 
BMW_328i_Touring_Sport_Line_Automatic;Super Plus;6.5;245;1997;124 Euro;C;Otto;180;245;350;8;4;4;1997;5000;1250;4624;1811;1429;495;1595;2070;475;Kombi;5;5;6.0 ;250;152;60.0 
BMW_328i_Touring_Sport_Line_Steptronic;Super Plus;6.5;245;1997;154 Euro;C;Otto;180;245;350;8;4;4;1997;5000;1250;4624;1811;1429;495;1595;2070;475;Kombi;5;5;6.0 ;250;152;60.0 
BMW_328i_Touring_Luxury_Line;Super Plus;6.8;245;1997;138 Euro;C;Otto;180;245;350;6;4;4;1997;5000;1250;4624;1811;1429;495;1575;2050;475;Kombi;5;5;6.0 ;250;159;60.0 
BMW_328i_Touring_Luxury_Line_Automatic;Super Plus;6.5;245;1997;124 Euro;C;Otto;180;245;350;8;4;4;1997;5000;1250;4624;1811;1429;495;1595;2070;475;Kombi;5;5;6.0 ;250;152;60.0 
BMW_328i_Touring_Luxury_Line_Steptronic;Super Plus;6.5;245;1997;154 Euro;C;Otto;180;245;350;8;4;4;1997;5000;1250;4624;1811;1429;495;1595;2070;475;Kombi;5;5;6.0 ;250;152;60.0 
BMW_328i_Touring_M_Sportpaket;Super Plus;6.8;245;1997;138 Euro;C;Otto;180;245;350;6;4;4;1997;5000;1250;4624;1811;1429;495;1575;2050;475;Kombi;5;5;6.0 ;250;159;60.0 
BMW_328i_Touring_M_Sportpaket_Automatic;Super Plus;6.5;245;1997;124 Euro;C;Otto;180;245;350;8;4;4;1997;5000;1250;4624;1811;1429;495;1595;2070;475;Kombi;5;5;6.0 ;250;152;60.0 
BMW_328i_Touring_M_Sportpaket_Steptronic;Super Plus;6.5;245;1997;154 Euro;C;Otto;180;245;350;8;4;4;1997;5000;1250;4624;1811;1429;495;1595;2070;475;Kombi;5;5;6.0 ;250;152;60.0 
BMW_328i_Touring_xDrive;Super Plus;7.1;245;1997;182 Euro;C;Otto;180;245;350;6;4;4;1997;5000;1250;4624;1811;1429;495;1665;2140;475;Kombi;5;5;5.9 ;250;166;60.0 
BMW_328i_Touring_xDrive_Steptronic;Super Plus;6.9;245;1997;174 Euro;C;Otto;180;245;350;8;4;4;1997;5000;1250;4624;1811;1429;495;1685;2160;475;Kombi;5;5;6.1 ;246;162;60.0 
BMW_328i_Touring_Modern_Line_xDrive;Super Plus;7.1;245;1997;182 Euro;C;Otto;180;245;350;6;4;4;1997;5000;1250;4624;1811;1429;495;1665;2140;475;Kombi;5;5;5.9 ;250;166;60.0 
BMW_328i_Touring_Modern_Line_xDrive_Steptronic;Super Plus;6.9;245;1997;174 Euro;C;Otto;180;245;350;8;4;4;1997;5000;1250;4624;1811;1429;495;1685;2160;475;Kombi;5;5;6.1 ;246;162;60.0 
BMW_328i_Touring_Sport_Line_xDrive;Super Plus;7.1;245;1997;182 Euro;C;Otto;180;245;350;6;4;4;1997;5000;1250;4624;1811;1429;495;1665;2140;475;Kombi;5;5;5.9 ;250;166;60.0 
BMW_328i_Touring_Sport_Line_xDrive_Steptronic;Super Plus;6.9;245;1997;174 Euro;C;Otto;180;245;350;8;4;4;1997;5000;1250;4624;1811;1429;495;1685;2160;475;Kombi;5;5;6.1 ;246;162;60.0 
BMW_328i_Touring_Luxury_Line_xDrive;Super Plus;7.1;245;1997;182 Euro;C;Otto;180;245;350;6;4;4;1997;5000;1250;4624;1811;1429;495;1665;2140;475;Kombi;5;5;5.9 ;250;166;60.0 
BMW_328i_Touring_Luxury_Line_xDrive_Steptronic;Super Plus;6.9;245;1997;174 Euro;C;Otto;180;245;350;8;4;4;1997;5000;1250;4624;1811;1429;495;1685;2160;475;Kombi;5;5;6.1 ;246;162;60.0 
BMW_328i_Touring_M_Sportpaket_xDrive;Super Plus;7.1;245;1997;182 Euro;C;Otto;180;245;350;6;4;4;1997;5000;1250;4624;1811;1429;495;1665;2140;475;Kombi;5;5;5.9 ;250;166;60.0 
BMW_328i_Touring_M_Sportpaket_xDrive_Steptronic;Super Plus;6.9;245;1997;174 Euro;C;Otto;180;245;350;8;4;4;1997;5000;1250;4624;1811;1429;495;1685;2160;475;Kombi;5;5;6.1 ;246;162;60.0 
BMW_335i_Touring_Steptronic;Super Plus;7.6;306;2979;224 Euro;D;Otto;225;306;400;8;6;4;2979;5800;1200;4624;1811;1429;495;1660;2135;475;Kombi;5;5;5.2 ;250;177;60.0 
BMW_335i_Touring_Modern_Line;Super Plus;8.1;306;2979;218 Euro;E;Otto;225;306;400;6;6;4;2979;5800;1200;4624;1811;1429;495;1650;2125;475;Kombi;5;5;5.5 ;250;189;60.0 
BMW_335i_Touring_Modern_Line_Automatic;Super Plus;7.6;306;2979;194 Euro;D;Otto;225;306;400;8;6;4;2979;5800;1200;4624;1811;1429;495;1660;2135;475;Kombi;5;5;5.2 ;250;177;60.0 
BMW_335i_Touring_Modern_Line_Steptronic;Super Plus;7.6;306;2979;224 Euro;D;Otto;225;306;400;8;6;4;2979;5800;1200;4624;1811;1429;495;1660;2135;475;Kombi;5;5;5.2 ;250;177;60.0 
BMW_335i_Touring_Sport_Line;Super Plus;8.1;306;2979;218 Euro;E;Otto;225;306;400;6;6;4;2979;5800;1200;4624;1811;1429;495;1650;2125;475;Kombi;5;5;5.5 ;250;189;60.0 
BMW_335i_Touring_Sport_Line_Automatic;Super Plus;7.6;306;2979;194 Euro;D;Otto;225;306;400;8;6;4;2979;5800;1200;4624;1811;1429;495;1660;2135;475;Kombi;5;5;5.2 ;250;177;60.0 
BMW_335i_Touring_Sport_Line_Steptronic;Super Plus;7.6;306;2979;224 Euro;D;Otto;225;306;400;8;6;4;2979;5800;1200;4624;1811;1429;495;1660;2135;475;Kombi;5;5;5.2 ;250;177;60.0 
BMW_335i_Touring_Luxury_Line;Super Plus;8.1;306;2979;218 Euro;E;Otto;225;306;400;6;6;4;2979;5800;1200;4624;1811;1429;495;1650;2125;475;Kombi;5;5;5.5 ;250;189;60.0 
BMW_335i_Touring_Luxury_Line_Automatic;Super Plus;7.6;306;2979;194 Euro;D;Otto;225;306;400;8;6;4;2979;5800;1200;4624;1811;1429;495;1660;2135;475;Kombi;5;5;5.2 ;250;177;60.0 
BMW_335i_Touring_Luxury_Line_Steptronic;Super Plus;7.6;306;2979;224 Euro;D;Otto;225;306;400;8;6;4;2979;5800;1200;4624;1811;1429;495;1660;2135;475;Kombi;5;5;5.2 ;250;177;60.0 
BMW_335i_Touring_M_Sportpaket;Super Plus;8.1;306;2979;218 Euro;E;Otto;225;306;400;6;6;4;2979;5800;1200;4624;1811;1429;495;1650;2125;475;Kombi;5;5;5.5 ;250;189;60.0 
BMW_335i_Touring_M_Sportpaket_Automatic;Super Plus;7.6;306;2979;194 Euro;D;Otto;225;306;400;8;6;4;2979;5800;1200;4624;1811;1429;495;1660;2135;475;Kombi;5;5;5.2 ;250;177;60.0 
BMW_335i_Touring_M_Sportpaket_Steptronic;Super Plus;7.6;306;2979;224 Euro;D;Otto;225;306;400;8;6;4;2979;5800;1200;4624;1811;1429;495;1660;2135;475;Kombi;5;5;5.2 ;250;177;60.0 
BMW_335i_Touring_xDrive_Steptronic;Super Plus;7.9;306;2979;238 Euro;D;Otto;225;306;400;8;6;4;2979;5800;1200;4624;1811;1429;495;1730;2205;475;Kombi;5;5;5.1 ;250;184;60.0 
BMW_335i_Touring_Modern_Line_xDrive_Automatic;Super Plus;7.9;306;2979;208 Euro;D;Otto;225;306;400;8;6;4;2979;5800;1200;4624;1811;1429;495;1730;2205;475;Kombi;5;5;5.1 ;250;184;60.0 
BMW_335i_Touring_Modern_Line_xDrive_Steptronic;Super Plus;7.9;306;2979;238 Euro;D;Otto;225;306;400;8;6;4;2979;5800;1200;4624;1811;1429;495;1730;2205;475;Kombi;5;5;5.1 ;250;184;60.0 
BMW_335i_Touring_Sport_Line_xDrive_Automatic;Super Plus;7.9;306;2979;208 Euro;D;Otto;225;306;400;8;6;4;2979;5800;1200;4624;1811;1429;495;1730;2205;475;Kombi;5;5;5.1 ;250;184;60.0 
BMW_335i_Touring_Sport_Line_xDrive_Steptronic;Super Plus;7.9;306;2979;238 Euro;D;Otto;225;306;400;8;6;4;2979;5800;1200;4624;1811;1429;495;1730;2205;475;Kombi;5;5;5.1 ;250;184;60.0 
BMW_335i_Touring_Luxury_Line_xDrive_Automatic;Super Plus;7.9;306;2979;208 Euro;D;Otto;225;306;400;8;6;4;2979;5800;1200;4624;1811;1429;495;1730;2205;475;Kombi;5;5;5.1 ;250;184;60.0 
BMW_335i_Touring_Luxury_Line_xDrive_Steptronic;Super Plus;7.9;306;2979;238 Euro;D;Otto;225;306;400;8;6;4;2979;5800;1200;4624;1811;1429;495;1730;2205;475;Kombi;5;5;5.1 ;250;184;60.0 
BMW_335i_Touring_M_Sportpaket_xDrive_Automatic;Super Plus;7.9;306;2979;208 Euro;D;Otto;225;306;400;8;6;4;2979;5800;1200;4624;1811;1429;495;1730;2205;475;Kombi;5;5;5.1 ;250;184;60.0 
BMW_335i_Touring_M_Sportpaket_xDrive_Steptronic;Super Plus;7.9;306;2979;238 Euro;D;Otto;225;306;400;8;6;4;2979;5800;1200;4624;1811;1429;495;1730;2205;475;Kombi;5;5;5.1 ;250;184;60.0 
BMW_316d_Touring_Modern_Line;Diesel;4.7;116;1995;246 Euro;A;Diesel;85;116;260;6;4;4;1995;4000;1750;4624;1811;1429;495;1550;2025;475;Kombi;5;5;11.2 ;200;123;57.0 
BMW_316d_Touring_Modern_Line_Steptronic;Diesel;4.7;116;1995;246 Euro;A;Diesel;85;116;260;8;4;4;1995;4000;1750;4624;1811;1429;495;1570;2045;475;Kombi;5;5;11.1 ;198;123;57.0 
